tweet,sentiment,length
sherrieshepherd gave link give twitter tip hope help,positive,52
loved mini,positive,10
yeah okay icing ace bandage sitting twitter lol thanks,positive,54
gorgeous,positive,8
guess relaxing dinner movie tonight looking forward day work,positive,60
laptop grew speaker watch charlie sound,neutral,39
rofl uh huh,positive,11
funny,positive,5
well look fab even say,negative,22
deadline,neutral,8
terrible headache need relief,negative,29
two month ago became irrelevant,negative,31
finally sunny day sick go outside play,negative,38
good luck exciting,positive,18
working vacation thailand getting excited every day,positive,51
home till like next month,neutral,25
finally chance show genuine love dependent selfish love hope heart go sorry ur pain,positive,83
game bad leaving hi,negative,19
screwed sat u,negative,13
got im another coworker got laid lot people becoming unemployed,negative,63
exact one thinking bestt,positive,24
easties go anytime,neutral,18
googledocs folder instead label like gmail kind like label,positive,58
lem guess ran mile gym waking kid going beach recording studio,neutral,62
never knew dentention hard get,negative,30
pacquiao fight fun home wif fam melissa sat today mission ikea srsly different freeway ge burbank,positive,97
nail broke hate,negative,15
dang disappointing,negative,18
yep,neutral,3
much longer nkotb block party love need go bed wondering time lol thanks,positive,72
thanks mom seed larger already cracked planted hope avalina dud,negative,63
anyone want buy anthropomorphic planter available till 31st,neutral,59
beautiful day outside today shame stuck office blind shut stop glare,neutral,68
woke sun started rain,neutral,21
creative vado stock walmartcom missed thanks tweeting,neutral,53
hate weather,negative,12
cultural tour loiusa family kangaroo sightseeing cemetary lovely,positive,64
flapataco nice pleb came,negative,24
oh yippee lynz way get celebrate mother day first time mother,positive,61
chillaxin busy bankholiday hope everbody gd wkend holiday day,positive,61
havin much better day today finished last twilight book yesterday class start next week get yall,positive,96
new motorcycle popped cable already wowyou ride hard,positive,52
check flyer designed notary retrograde let know think,neutral,53
thanks welcome back,positive,19
want experience snow snow suck,negative,30
sore head,negative,9
office trying solve mystery whose blood bathroom toilet ee,neutral,58
love car soo cute tonight love carl 10yr old sad lol,neutral,52
bryan replied wingnuts,neutral,22
watching southpark another minute,neutral,33
thanks amy video awesome see tmh amazing bouncy bouncy bouncy,positive,61
lmao ha simply wanted go ny,positive,27
bored cant go habbo stupid ban,negative,30
tried shoe new look,neutral,19
early wan na go back slep,neutral,25
think sister refusn get ticket next week,negative,40
oh wow hope ok take vet,neutral,23
died wait magic jack read,neutral,25
woken,neutral,5
hahaha oh man please come pomona would love see everyday instead like year,positive,74
jon made one greatest dinner ever roast pork tenderloin bed wild rice bed mixed green yummy sauce wine,positive,102
raining leave beach,negative,19
shower class class taking care ladyfriend writing like tomorrow,positive,63
rockstar photographer shoot went great tonight little different usual stuff nice,positive,80
great pic try start selling race photo runner,positive,45
goodmorning twitter oh gosh woke soo nice lol oh hai thar twitterverse happy mothersday everybody especially mine,positive,113
dulay swear took hour get bel air alabang yes loved reminiscing hk trip,positive,71
hubby went pick fringe comic today store work store business comix houston web,neutral,78
world amazing,positive,13
idea im completely lost,negative,23
gadgetopia need dm following send email,neutral,39
aw he cute wish could gone,positive,26
got cable set win got lock put door win feeling tad neglected fail,neutral,66
think may look little silly also camera broken photo,negative,52
great talk grace awesome god work somehow started remote control work,positive,69
day beasted,negative,11
listening,neutral,9
oh hit family emergency lil delay wait see,neutral,42
sitting home nothing gon na like weekend,neutral,40
oh nevermind think thing unsalvageable,negative,38
flew brisbane lax today great flight love light shame one drink limit though,neutral,76
think go sleep considering hav b 3hrs,neutral,37
told often wash hair would never speak,neutral,38
spent hour looking blog topic ended inventing grr,negative,49
seems disappeared life,negative,22
happy mother day mom every mom everywhere stroll beach later hopefully,positive,70
oh wan na go gah dunno confuzledd,neutral,33
kittykat hello new follower haha ya,positive,35
haha best thing office birthday hey,positive,35
never knew could miss phone much hour till told back till,negative,57
lay aww well randomly woke sleep many thing mind,negative,48
done already one proof nothing fair world,negative,41
going see long,neutral,14
better come time count else bam,positive,31
prd take long time review,neutral,25
know kid say well really,positive,24
ugh wan na play dnd know going fail final need study,negative,52
hi thx following teach chinese lesson youtube pls feel free look,positive,64
sad saying fat tear,negative,19
thank might take offer,neutral,22
trying find driver microsoft lifecam vx30 webcam find anywhere anyone link,negative,74
finally get lay bit major headache,negative,34
yes go see star trek much fun,positive,29
mitchel idea much want call cost load call england,neutral,50
stupid accidentally gave honey atomic flavored buffalo wing stomach feel awful im sorry baby,negative,92
relaxing thank hope get put foot tomorrow enjoy day,positive,51
yessir right,positive,12
night,neutral,5
writing music lit final paper mozart eine kleine nashtmusik mom giving hand actually great time,positive,95
got crush issue tomorrow friend going india whole summer im back sad,negative,68
warm,neutral,4
ada acara menarik lain key vip di channel v ttg straight yg dikasih task approach stranger crowd hmm,neutral,100
well hit see depends,neutral,20
aww thanx andy,positive,14
goody bagged car boot including cute cross stitch bird craft room man selling sweetie,positive,85
finished ironing clothes church gon na walk dog grab showershave jottonia look good,positive,83
shower time,neutral,11
col patience virtue,positive,19
got ta drop car part buddy press dentist,neutral,40
cant call im work,neutral,17
going courthouse pay tag tax car gon na expensive,negative,49
tired ready bed really mood salt pepper chicken wing noodle money chinese,negative,73
usual two family party today happy birthday lily,positive,48
finally yay seriously made day oh fellow hell ruler,neutral,51
goodnight magic pretty world,positive,28
doesnt hangover getting ready good ol english fry,neutral,49
waiting put story stereo skyline know put boo,neutral,45
working,neutral,7
starbucks farrah,neutral,16
ginniejean lot mojo place yes,neutral,29
third date went well moving fourth,neutral,34
mad tired hols miss chomp chomp terribly,negative,40
finally starting assignment,neutral,27
good morning ready start week,positive,29
read good thing bout feelin tonight proly finish tomorrow star trek,positive,67
glad finally done final,positive,23
watching thing comcast missing boo like crazy,negative,45
