tweet,sentiment,length
http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best,positive,72
No waterfront anymore   faccia luna and clarendon will have to do,negative,65
loves her mum very much! Happy Mothers Day to all the wonderful mothers out there,positive,81
Slipped up and caught the flu  feeling like poop!,negative,49
"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)",positive,111
Ok ... the passengers ... no one is alive ... they`re all dead ... you just don`t know it til the end ... then you cry ...,negative,122
Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.,neutral,108
"is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has",neutral,106
" If u do, please pray 4 me.  Lord knows I need it.",neutral,50
aaaaaw i want to live in the USA,neutral,32
Morning tweeple,positive,15
" Hey, I didn`t get any !!!",neutral,26
 Now you only have 2 hours to sleep...  - Rest if you need it.,positive,62
"  That makes my day so much better, it`s been a rough one. Did I mention I love the new photo!",neutral,94
I don`t want to sit at home on prom night. Someone hang out with me,negative,67
Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,positive,94
concert tonight  chackin out and not coming tomorrow!,neutral,53
 what happened? I thought you were coming back today....,neutral,56
 lol dammit  well then next time then,negative,37
 lol. just don`t ever forget me,positive,31
 Still jealous,negative,14
http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,negative,68
NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,negative,70
this week of mine was not easy!  but finally it`s over! (:,negative,58
   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,positive,110
In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,positive,66
" 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",neutral,128
"just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!",neutral,116
 but you always have lee. Let`s go to Paris,neutral,43
 you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,positive,111
cooking with my dad  having lots of fun in the kitchen together,positive,63
Bouncing Rush makes me feel nauseous,negative,36
Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,positive,119
playing singstar without my fave duetter,negative,40
"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",positive,85
" That`s just weird... :\  Oh, and what was it you were drawing for me?",negative,70
Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,positive,95
"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",negative,84
"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",positive,71
"My Street Fighter IV skills are lacking, can`t beat Seth on easy.",negative,65
 FIL 461 with cool people like me,positive,33
Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,positive,98
 i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,neutral,108
my son got stung by a bug for the first time  his little finger is slightly swollen.,negative,84
 it was hours ago i came in.... and it`s only now i realised when i went to buy something online,neutral,96
 oh just referring to our lil exchange on LJ with regards to twitter archive postings.,neutral,86
Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,negative,76
Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,positive,138
Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,negative,97
I`m missing crab legs and attending my going away instead!,negative,58
Hicks are mean!,negative,15
"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",negative,134
"back soon, need to run to the shops and cut the grass",neutral,53
I`m up. I have a plan to transform my bedroom today. Random.,neutral,60
"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",negative,131
 thats another sponsor,neutral,22
" And most of us are going to be stuck in an office, some without windows",negative,72
 No it`s not sad. Should make you proud,negative,39
"   Sorry, we`ll try to keep it down.",negative,36
is home alone.. Doing hw,neutral,24
"According to , a quarter of families under six live in poverty.",negative,63
the plan to not spend money is not going well,negative,45
uploading all my bamboozle pictures of facebook,neutral,47
 congratulations ! you guys finish a month early than we do. booo,positive,65
" actually, I wish I was back in Tahoe.  I miss it there.",negative,56
"Woke Up,I Wanna Stay In My bed",neutral,30
 but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,negative,126
" It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",neutral,80
_Marie Wish I could make it too!!! I hate my commute sometimes,neutral,62
workin a long day today... hopefully i can make some good tips,positive,62
 but it all went too quick and there wasn`t a chance lol,negative,56
Hates headaches! Maybe I`m not ready to rock,negative,44
 Thanks for the support,positive,23
there`s really no android twitter app of Tweetie`s calibre,neutral,58
"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",positive,114
Nyappy mother`s day to your mom`s.,positive,34
yeah.... and im gonna take ur picture off my ipod baby..,neutral,56
 traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,negative,111
 lol same here....wish there was a way to microsize everything...lol,neutral,68
" 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",negative,126
"_Libertine um, glad you enjoyed it...",positive,37
About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,neutral,130
 im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative,76
 He says he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,negative,99
I miss her alot and its only been one day,negative,41
 sounds like you all had a great night . i`m glad it was successful,positive,67
 Thanks for sharing that,positive,24
 you should say mlia instead of fml  i hope you find it soon,positive,60
"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",positive,89
 nah jkin he`s hot! so... bored now,neutral,35
Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive,113
 yes i have read them many times.,neutral,33
 Cuz you play a grown up on Twitter?,neutral,36
i am living in ignorance  :@,negative,28
 nope... it is telling you that you want cameo creams,neutral,53
 AWWWW  we`re gonna miss you!,negative,29
 WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,positive,105
"_terrible haha, that was new  the fact that he couldn`t do it should have cost his part. What kind of Spock is that!",neutral,116
today was a lovely day! I had fun with  and  this evening!,positive,58
 Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,negative,108
"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",negative,134
 it was amazing,positive,15
@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,neutral,135
I`m sick and sad .... missing out on Martini Lounge tonight,negative,59
Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,neutral,124
Really wishes he had some spare cash to buy the new Punch Out for Wii,negative,69
"Aw, not going to Toronto anymore.",negative,33
 So sorry to hear about your mom! that really sucks,negative,51
 I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,positive,78
Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,negative,82
I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,negative,84
 sweet dreams,positive,13
 hay wats ur AIM? we should chat,neutral,32
. Okay kool... I might be touring all summer long but we can make it happen!,neutral,76
IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,negative,114
"Time to watch OP, then some Dead Like Me, then sleep.",neutral,53
Having dinner with my grandma since I couldn`t be with my mum.,neutral,62
 haha thanks  its for history and its on how the invention of television has influence america lol,positive,98
 yea so wassup,neutral,14
"Stupid jobs, idk what to do.",negative,28
Shopped til i dropped....come bac sunshine i miss u,negative,51
" Like your pics, Lucky Girl, again",positive,34
 Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,neutral,128
